Bldg:,Room:,Days:,Time:,Class Enrl Tot:
ARTH, 993,TBA,TBA,TBA,TBA,0
ARTH, 993,TBA,TBA,TBA,TBA,0
ARTH, 993,TBA,TBA,TBA,TBA,0
ARTH, 993,TBA,TBA,TBA,TBA,0
ARTH, 994,TBA,TBA,TBA,TBA,0
ARTH, 994,TBA,TBA,TBA,TBA,2
ARTH, 994,TBA,TBA,TBA,TBA,1
ARTH, 994,TBA,TBA,TBA,TBA,3
ARTH, 994,TBA,TBA,TBA,TBA,1
ARTH, 994,TBA,TBA,TBA,TBA,0
ARTH, 994,TBA,TBA,TBA,TBA,1
ARTH, 994,TBA,TBA,TBA,TBA,0
ARTH, 994,TBA,TBA,TBA,TBA,2
ARTH, 994,TBA,TBA,TBA,TBA,5
ARTH, 994,TBA,TBA,TBA,TBA,2
ARTS,  82,Hanes Art Center,0222,MW,15:35 - 16:50,18
ARTS, 103,Art Laboratory,0121,MW,08:00 - 10:45,15
ARTS, 103,Art Laboratory,0121,TuTh,08:00 - 10:45,14
ARTS, 104,Hanes Art Center,0227,MW,11:15 - 14:00,21
ARTS, 105,Hanes Art Center,112C,MW,14:30 - 17:15,11
ARTS, 105,Hanes Art Center,0112,TuTh,11:00 - 13:45,14
ARTS, 105,Hanes Art Center,0112,TuTh,14:00 - 16:45,14
ARTS, 116,Hanes Art Center,0112,MW,17:45 - 20:30,12
ARTS, 132,Hanes Art Center,0226,TuTh,14:00 - 16:45,13
ARTS, 202,Hanes Art Center,0219,TuTh,08:00 - 10:45,16
ARTS, 206,Hanes Art Center,0112,MW,11:15 - 14:00,5
ARTS, 208,Hanes Art Center,0301,MW,14:30 - 17:15,14
ARTS, 209,Hanes Art Center,0112,MW,14:30 - 17:15,16
